Sub-Category,% Sales Proft Ratio,% Sales Proft Ratio L,Profit Ratio,Category,City,Country,Customer Name,Discount,Manufacturer,Number of Records,Order Date,Order ID,Postal Code,Product Name,Profit,Quantity,Region,Sales,Segment,Ship Date,Ship Mode,State
Paper,0.48,48,0.48,Office Supplies,Los Angeles,United States,Steven Roelle,0,Xerox,1,2/21/2011,CA-2011-164903,90049,Xerox 204,6,2,West,13,Home Office,2/25/2011,Standard Class,California
Furnishings,0.34,34,0.34,Furniture,Richmond,United States,Linda Cazamias,0,Master Caster,1,2/21/2011,CA-2011-109491,47374,"Master Caster Door Stop, Brown",7,4,Central,20,Corporate,2/27/2011,Standard Class,Indiana
Accessories,0.36,36,0.36,Technology,Richmond,United States,Linda Cazamias,0,Enermax,1,2/21/2011,CA-2011-109491,47374,Enermax Briskie RF Wireless Keyboard and Mouse Combo,22,3,Central,62,Corporate,2/27/2011,Standard Class,Indiana
Binders,-1.55,-155,-1.55,Office Supplies,Woodstock,United States,Tamara Manning,0.8,GBC,1,2/22/2011,CA-2011-165540,60098,GBC Standard Plastic Binding Systems Combs,-14,5,Central,9,Consumer,2/26/2011,Standard Class,Illinois
Paper,0.48,48,0.48,Office Supplies,Moreno Valley,United States,Sue Ann Reed,0,Xerox,1,2/23/2011,CA-2011-133354,92553,Xerox 220,9,3,West,19,Consumer,2/25/2011,First Class,California
Binders,-1.55,-155,-1.55,Office Supplies,El Paso,United States,Michael Grace,0.8,GBC,1,2/24/2011,CA-2011-103744,79907,GBC Plastic Binding Combs,-7,3,Central,4,Home Office,2/28/2011,Standard Class,Texas
Labels,0.34,34,0.34,Office Supplies,El Paso,United States,Michael Grace,0.2,Other,1,2/24/2011,CA-2011-103744,79907,Staples,2,3,Central,7,Home Office,2/28/2011,Standard Class,Texas
Paper,0.34,34,0.34,Office Supplies,Medford,United States,Jennifer Halladay,0.2,Message Book,1,2/25/2011,US-2011-137680,97504,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",11,4,West,33,Consumer,03-02-2011,Standard Class,Oregon
Paper,0.34,34,0.34,Office Supplies,Medford,United States,Jennifer Halladay,0.2,TOPS,1,2/25/2011,US-2011-137680,97504,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",8,3,West,23,Consumer,03-02-2011,Standard Class,Oregon
Art,0.18,18,0.18,Office Supplies,Columbus,United States,Joy Smith,0.2,Zebra,1,2/28/2011,CA-2011-156545,43229,Zebra Zazzle Fluorescent Highlighters,3,4,East,19,Consumer,03-03-2011,First Class,Ohio
Chairs,0,0,0,Furniture,El Paso,United States,Shahid Collister,0.3,Other,1,03-01-2011,CA-2011-131009,79907,Harbour Creations Steel Folding Chair,0,6,Central,362,Consumer,03-05-2011,Standard Class,Texas
Furnishings,-0.55,-55,-0.55,Furniture,El Paso,United States,Shahid Collister,0.6,DAX,1,03-01-2011,CA-2011-131009,79907,DAX Black Cherry Wood-Tone Poster Frame,-35,6,Central,64,Consumer,03-05-2011,Standard Class,Texas
Chairs,-0.27,-27,-0.27,Furniture,Elmhurst,United States,Vicky Freymann,0.3,Novimex,1,03-01-2011,CA-2011-113880,60126,Novimex Swivel Fabric Task Chair,-172,6,Central,634,Home Office,03-05-2011,Standard Class,Illinois
Fasteners,-0.19,-19,-0.19,Office Supplies,El Paso,United States,Shahid Collister,0.2,Other,1,03-01-2011,CA-2011-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,-4,5,Central,19,Consumer,03-05-2011,Standard Class,Texas
Storage,-0.18,-18,-0.18,Office Supplies,El Paso,United States,Shahid Collister,0.2,Fellowes,1,03-01-2011,CA-2011-131009,79907,Fellowes Bankers Box Recycled Super Stor/Drawer,-23,3,Central,130,Consumer,03-05-2011,Standard Class,Texas
Paper,0.33,33,0.33,Office Supplies,Elmhurst,United States,Vicky Freymann,0.2,Other,1,03-01-2011,CA-2011-113880,60126,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",6,3,Central,17,Home Office,03-05-2011,Standard Class,Illinois
Phones,0.27,27,0.27,Technology,New York City,United States,Hallie Redmond,0,Other,1,03-01-2011,US-2011-143707,10035,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,2,3,East,6,Home Office,03-05-2011,Standard Class,New York
Chairs,0.11,11,0.11,Furniture,Seattle,United States,Dave Brooks,0.2,Global,1,03-01-2011,CA-2011-104269,98115,Global Deluxe High-Back Manager's Chair,51,2,West,458,Consumer,03-06-2011,Second Class,Washington
Tables,-0.11,-11,-0.11,Furniture,Houston,United States,Giulietta Weimer,0.3,Bevis,1,03-01-2011,CA-2011-168312,77036,Bevis Round Conference Room Tables and Bases,-43,3,Central,377,Consumer,03-07-2011,Standard Class,Texas
Storage,0.06,6,0.06,Office Supplies,Houston,United States,Giulietta Weimer,0.2,Other,1,03-01-2011,CA-2011-168312,77036,Recycled Steel Personal File for Hanging File Folders,9,3,Central,137,Consumer,03-07-2011,Standard Class,Texas
Paper,0.31,31,0.31,Office Supplies,Philadelphia,United States,Nicole Hansen,0.2,Xerox 1971,1,03-02-2011,CA-2011-111157,19120,Xerox 1971,1,1,East,3,Corporate,03-06-2011,Standard Class,Pennsylvania
Accessories,0.21,21,0.21,Technology,Philadelphia,United States,Nicole Hansen,0.2,Other,1,03-02-2011,CA-2011-111157,19120,Hypercom P1300 Pinpad,32,3,East,151,Corporate,03-06-2011,Standard Class,Pennsylvania
Envelopes,0.47,47,0.47,Office Supplies,New York City,United States,Kristina Nunn,0,Other,1,03-02-2011,CA-2011-107524,10009,Staples,5,2,East,11,Home Office,03-08-2011,Standard Class,New York
Paper,0.48,48,0.48,Office Supplies,New York City,United States,Kristina Nunn,0,Array,1,03-02-2011,CA-2011-107524,10009,"Array Parchment Paper, Assorted Colors",17,5,East,36,Home Office,03-08-2011,Standard Class,New York
Tables,-0.04,-4,-0.04,Furniture,San Diego,United States,Eva Jacobs,0.2,Bevis,1,03-03-2011,CA-2011-105648,92037,"Bevis Oval Conference Table, Walnut",-23,3,West,626,Consumer,03-07-2011,Standard Class,California
Appliances,-2.6,-260,-2.6,Office Supplies,Houston,United States,Sam Craven,0.8,Other,1,03-03-2011,CA-2011-130421,77095,3.6 Cubic Foot Counter Height Office Refrigerator,-460,3,Central,177,Consumer,03-07-2011,Standard Class,Texas
Art,0.18,18,0.18,Office Supplies,Wilmington,United States,Ashley Jarboe,0.2,Zebra,1,03-03-2011,CA-2011-155852,28403,Zebra Zazzle Fluorescent Highlighters,3,4,South,19,Consumer,03-07-2011,Second Class,North Carolina
Bookcases,-0.66,-66,-0.66,Furniture,Columbus,United States,Jill Stevenson,0.5,O'Sullivan,1,03-03-2011,US-2011-127978,43229,O'Sullivan 4-Shelf Bookcase in Odessa Pine,-200,5,East,302,Corporate,03-08-2011,Standard Class,Ohio
Labels,0.33,33,0.33,Office Supplies,Columbus,United States,Jill Stevenson,0.2,Avery,1,03-03-2011,US-2011-127978,43229,Avery 495,5,3,East,15,Corporate,03-08-2011,Standard Class,Ohio
Storage,-0.23,-23,-0.23,Office Supplies,Columbus,United States,Jill Stevenson,0.2,Eldon,1,03-03-2011,US-2011-127978,43229,Eldon Shelf Savers Cubes and Bins,-10,8,East,45,Corporate,03-08-2011,Standard Class,Ohio
Binders,0.36,36,0.36,Office Supplies,New York City,United States,Anne Pryor,0.2,Cardinal,1,03-03-2011,CA-2011-127964,10035,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",9,5,East,25,Home Office,03-08-2011,Standard Class,New York
Binders,0.33,33,0.33,Office Supplies,New York City,United States,Anne Pryor,0.2,Ibico,1,03-03-2011,CA-2011-127964,10035,Ibico Laser Imprintable Binding System Covers,41,3,East,126,Home Office,03-08-2011,Standard Class,New York
Phones,0.46,46,0.46,Technology,New York City,United States,Anne Pryor,0,Other,1,03-03-2011,CA-2011-127964,10035,PowerGen Dual USB Car Charger,5,1,East,10,Home Office,03-08-2011,Standard Class,New York
Storage,0.05,5,0.05,Office Supplies,Columbia,United States,Clay Ludtke,0,Other,1,03-04-2011,CA-2011-116239,29203,Sensible Storage WireTech Storage Systems,18,5,South,355,Consumer,03-04-2011,Same Day,South Carolina
Art,0.15,15,0.15,Office Supplies,Margate,United States,Sanjit Chand,0.2,BIC,1,03-04-2011,CA-2011-117016,33063,"BIC Brite Liner Highlighters, Chisel Tip",2,3,South,16,Consumer,03-09-2011,Standard Class,Florida
Art,0.26,26,0.26,Office Supplies,Yonkers,United States,Aimee Bixby,0,Newell,1,03-05-2011,CA-2011-169061,10701,Newell 345,15,3,East,60,Consumer,03-08-2011,Second Class,New York
Binders,0.34,34,0.34,Office Supplies,Yonkers,United States,Aimee Bixby,0.2,GBC,1,03-05-2011,CA-2011-169061,10701,GBC Wire Binding Combs,17,6,East,50,Consumer,03-08-2011,Second Class,New York
Paper,0.47,47,0.47,Office Supplies,Yonkers,United States,Aimee Bixby,0,Xerox,1,03-05-2011,CA-2011-169061,10701,Xerox 1891,46,2,East,98,Consumer,03-08-2011,Second Class,New York
Supplies,0.29,29,0.29,Office Supplies,Yonkers,United States,Aimee Bixby,0,Acme,1,03-05-2011,CA-2011-169061,10701,Acme Forged Steel Scissors with Black Enamel Handles,5,2,East,19,Consumer,03-08-2011,Second Class,New York
Accessories,0.37,37,0.37,Technology,Yonkers,United States,Aimee Bixby,0,Logitech,1,03-05-2011,CA-2011-169061,10701,Logitech Wireless Gaming Headset G930,178,3,East,480,Consumer,03-08-2011,Second Class,New York
Chairs,0.11,11,0.11,Furniture,Seattle,United States,Aaron Bergman,0.2,Global,1,03-07-2011,CA-2011-156587,98103,"Global Push Button Manager's Chair, Indigo",5,1,West,49,Consumer,03-08-2011,First Class,Washington
Art,0.26,26,0.26,Office Supplies,Seattle,United States,Aaron Bergman,0,Newell,1,03-07-2011,CA-2011-156587,98103,Newell 330,5,3,West,18,Consumer,03-08-2011,First Class,Washington
Storage,0.02,2,0.02,Office Supplies,Seattle,United States,Aaron Bergman,0,Carina,1,03-07-2011,CA-2011-156587,98103,"Carina 42""Hx23 3/4""W Media Storage Unit",5,3,West,243,Consumer,03-08-2011,First Class,Washington
Binders,0.31,31,0.31,Office Supplies,Des Moines,United States,Nora Pelletier,0.2,Other,1,03-07-2011,US-2011-131982,98198,Catalog Binders with Expanding Posts,34,2,West,108,Home Office,03-11-2011,Second Class,Washington
Chairs,0.11,11,0.11,Furniture,Seattle,United States,Craig Molinari,0.2,Global,1,03-07-2011,CA-2011-104563,98103,"Global Leather and Oak Executive Chair, Black",54,2,West,482,Corporate,03-12-2011,Standard Class,Washington
Chairs,0.05,5,0.05,Furniture,Seattle,United States,Craig Molinari,0.2,Office Star,1,03-07-2011,CA-2011-104563,98103,Office Star - Task Chair with Contemporary Loop Arms,22,6,West,437,Corporate,03-12-2011,Standard Class,Washington
Art,0.46,46,0.46,Office Supplies,Seattle,United States,Craig Molinari,0,Newell,1,03-07-2011,CA-2011-104563,98103,Newell Chalk Holder,9,5,West,21,Corporate,03-12-2011,Standard Class,Washington
Storage,0,0,0,Office Supplies,Seattle,United States,Craig Molinari,0,Other,1,03-07-2011,CA-2011-104563,98103,"Contico 72""H Heavy-Duty Storage System",0,5,West,205,Corporate,03-12-2011,Standard Class,Washington
Paper,0.48,48,0.48,Office Supplies,Royal Oak,United States,Scott Williamson,0,Other,1,03-10-2011,US-2011-100279,48073,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",11,2,Central,22,Consumer,3/14/2011,Standard Class,Michigan
Art,0.11,11,0.11,Office Supplies,Denver,United States,Kean Thornton,0.2,Boston,1,03-10-2011,US-2011-140116,80219,"BOSTON Ranger #55 Pencil Sharpener, Black",9,4,West,83,Consumer,3/17/2011,Standard Class,Colorado
Storage,-0.03,-3,-0.03,Office Supplies,Denver,United States,Kean Thornton,0.2,Tennsco,1,03-10-2011,US-2011-140116,80219,Tennsco 6- and 18-Compartment Lockers,-16,3,West,636,Consumer,3/17/2011,Standard Class,Colorado
Appliances,0.26,26,0.26,Office Supplies,Richmond,United States,Filia McAdams,0,Fellowes,1,03-11-2011,CA-2011-114790,40475,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",38,3,South,147,Corporate,3/13/2011,Second Class,Kentucky
Paper,0.47,47,0.47,Office Supplies,Richmond,United States,Filia McAdams,0,Xerox,1,03-11-2011,CA-2011-114790,40475,Xerox 198,7,3,South,15,Corporate,3/13/2011,Second Class,Kentucky
Accessories,0.43,43,0.43,Technology,Richmond,United States,Filia McAdams,0,Maxell,1,03-11-2011,CA-2011-114790,40475,Maxell DVD-RAM Discs,14,2,South,33,Corporate,3/13/2011,Second Class,Kentucky
Phones,0.28,28,0.28,Technology,Richmond,United States,Filia McAdams,0,Panasonic,1,03-11-2011,CA-2011-114790,40475,Panasonic KX-TG9471B,165,3,South,588,Corporate,3/13/2011,Second Class,Kentucky
Paper,0.45,45,0.45,Office Supplies,New York City,United States,Kelly Andreada,0,Southworth,1,03-11-2011,CA-2011-158337,10024,"Southworth 100% Résumé Paper, 24lb.",49,14,East,109,Consumer,3/14/2011,Second Class,New York
Art,0.26,26,0.26,Office Supplies,Roseville,United States,Richard Bierner,0,Other,1,03-11-2011,US-2011-103338,95661,Economy #2 Pencils,2,3,West,8,Consumer,3/15/2011,Standard Class,California
Furnishings,0.28,28,0.28,Furniture,Columbus,United States,Chloris Kastensmidt,0.2,Eldon,1,03-11-2011,CA-2011-166884,43229,Eldon Wave Desk Accessories,2,5,East,8,Consumer,3/16/2011,Second Class,Ohio
Fasteners,0.16,16,0.16,Office Supplies,Columbus,United States,Chloris Kastensmidt,0.2,Stockwell,1,03-11-2011,CA-2011-166884,43229,Stockwell Push Pins,2,6,East,10,Consumer,3/16/2011,Second Class,Ohio
Paper,0.31,31,0.31,Office Supplies,Chicago,United States,Rick Bensley,0.2,Xerox,1,3/14/2011,CA-2011-152618,60653,Xerox 1963,3,2,Central,8,Home Office,3/17/2011,First Class,Illinois
Machines,0.27,27,0.27,Technology,Chicago,United States,Rick Bensley,0.3,Hewlett-Packard,1,3/14/2011,CA-2011-152618,60653,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,156,2,Central,575,Home Office,3/17/2011,First Class,Illinois
Art,0.37,37,0.37,Office Supplies,Huntington Beach,United States,Dean Katz,0,Avery,1,3/14/2011,CA-2011-157623,92646,Avery Hi-Liter Fluorescent Desk Style Markers,1,1,West,3,Corporate,3/18/2011,Standard Class,California
Paper,0.45,45,0.45,Office Supplies,Huntington Beach,United States,Dean Katz,0,Xerox,1,3/14/2011,CA-2011-157623,92646,Xerox 1972,5,2,West,11,Corporate,3/18/2011,Standard Class,California
Paper,0.35,35,0.35,Office Supplies,Jacksonville,United States,Neil Französisch,0.2,Xerox,1,3/14/2011,CA-2011-100293,32216,Xerox 1887,32,6,South,91,Home Office,3/18/2011,Standard Class,Florida
Chairs,0.25,25,0.25,Furniture,Chesapeake,United States,Christine Kargatis,0,Global,1,3/14/2011,US-2011-125521,23320,Global Commerce Series High-Back Swivel/Tilt Chairs,285,4,South,1140,Home Office,3/19/2011,Standard Class,Virginia
Binders,0.34,34,0.34,Office Supplies,Logan,United States,Jason Fortune-,0.2,GBC,1,3/14/2011,CA-2011-114510,84321,GBC Wire Binding Combs,11,4,West,33,Consumer,3/19/2011,Standard Class,Utah
Binders,0.33,33,0.33,Office Supplies,Logan,United States,Jason Fortune-,0.2,Other,1,3/14/2011,CA-2011-114510,84321,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",20,2,West,62,Consumer,3/19/2011,Standard Class,Utah
Storage,0.04,4,0.04,Office Supplies,Logan,United States,Jason Fortune-,0,Carina,1,3/14/2011,CA-2011-114510,84321,Carina Double Wide Media Storage Towers in Natural & Black,3,1,West,81,Consumer,3/19/2011,Standard Class,Utah
Storage,0.27,27,0.27,Office Supplies,Logan,United States,Jason Fortune-,0,Other,1,3/14/2011,CA-2011-114510,84321,Staples,6,2,West,21,Consumer,3/19/2011,Standard Class,Utah
Accessories,0.08,8,0.08,Technology,Logan,United States,Jason Fortune-,0,Imation,1,3/14/2011,CA-2011-114510,84321,Imation 30456 USB Flash Drive 8GB,7,12,West,83,Consumer,3/19/2011,Standard Class,Utah
Furnishings,0.11,11,0.11,Furniture,Tampa,United States,Alan Shonely,0.2,Eldon,1,3/15/2011,CA-2011-149958,33614,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",5,3,South,46,Consumer,3/19/2011,Standard Class,Florida
Binders,-0.73,-73,-0.73,Office Supplies,Tampa,United States,Alan Shonely,0.7,GBC,1,3/15/2011,CA-2011-149958,33614,GBC VeloBinder Manual Binding System,-32,4,South,43,Consumer,3/19/2011,Standard Class,Florida
Binders,-0.77,-77,-0.77,Office Supplies,Tampa,United States,Alan Shonely,0.7,Other,1,3/15/2011,CA-2011-149958,33614,Insertable Tab Post Binder Dividers,-6,3,South,7,Consumer,3/19/2011,Standard Class,Florida
Paper,0.36,36,0.36,Office Supplies,Tampa,United States,Alan Shonely,0.2,Xerox,1,3/15/2011,CA-2011-149958,33614,Xerox 1889,48,3,South,132,Consumer,3/19/2011,Standard Class,Florida
Storage,0.13,13,0.13,Office Supplies,Tampa,United States,Alan Shonely,0.2,Other,1,3/15/2011,CA-2011-149958,33614,"Hot File 7-Pocket, Floor Stand",18,1,South,143,Consumer,3/19/2011,Standard Class,Florida
Phones,0.06,6,0.06,Technology,Raleigh,United States,Kristina Nunn,0.2,Polycom,1,3/16/2011,CA-2011-157609,27604,Polycom VoiceStation 500 Conference phone,29,2,South,472,Home Office,3/21/2011,Second Class,North Carolina
Art,0.08,8,0.08,Office Supplies,Dallas,United States,Annie Zypern,0.2,Newell,1,3/17/2011,CA-2011-158442,75217,Newell 333,0,2,Central,4,Consumer,3/17/2011,Same Day,Texas
Paper,0.36,36,0.36,Office Supplies,Dallas,United States,Annie Zypern,0.2,Xerox,1,3/17/2011,CA-2011-158442,75217,Xerox 1966,2,1,Central,5,Consumer,3/17/2011,Same Day,Texas
Paper,0.35,35,0.35,Office Supplies,Dallas,United States,Annie Zypern,0.2,Xerox,1,3/17/2011,CA-2011-158442,75217,Xerox 1967,5,3,Central,16,Consumer,3/17/2011,Same Day,Texas
Paper,0.33,33,0.33,Office Supplies,Philadelphia,United States,Quincy Jones,0.2,Xerox,1,3/17/2011,CA-2011-127859,19134,Xerox 1909,41,6,East,127,Corporate,3/20/2011,Second Class,Pennsylvania
Tables,-0.52,-52,-0.52,Furniture,New York City,United States,Christine Phan,0.4,Balt,1,3/17/2011,US-2011-148838,10024,Balt Solid Wood Round Tables,-554,4,East,1072,Corporate,3/21/2011,Standard Class,New York
Tables,-0.28,-28,-0.28,Furniture,New York City,United States,Christine Phan,0.4,Bretford,1,3/17/2011,US-2011-148838,10024,Bretford Rectangular Conference Table Tops,-448,7,East,1580,Corporate,3/21/2011,Standard Class,New York
Tables,-0.2,-20,-0.2,Furniture,New York City,United States,Christine Phan,0.4,Hon,1,3/17/2011,US-2011-148838,10024,"Hon 30"" x 60"" Table with Locking Drawer",-123,3,East,614,Corporate,3/21/2011,Standard Class,New York
Paper,0.49,49,0.49,Office Supplies,New York City,United States,Christine Phan,0,Xerox,1,3/17/2011,US-2011-148838,10024,Xerox 1918,76,4,East,155,Corporate,3/21/2011,Standard Class,New York
Paper,0.47,47,0.47,Office Supplies,New York City,United States,Christine Phan,0,Xerox,1,3/17/2011,US-2011-148838,10024,Xerox 1926,16,7,East,35,Corporate,3/21/2011,Standard Class,New York
Appliances,0.26,26,0.26,Office Supplies,Jackson,United States,Mark Haberlin,0,Belkin,1,3/17/2011,US-2011-164763,39212,Belkin 6 Outlet Metallic Surge Strip,8,3,South,33,Corporate,3/21/2011,Standard Class,Mississippi
Binders,0.47,47,0.47,Office Supplies,Jackson,United States,Mark Haberlin,0,Acco,1,3/17/2011,US-2011-164763,39212,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",5,3,South,11,Corporate,3/21/2011,Standard Class,Mississippi
Binders,0.49,49,0.49,Office Supplies,Jackson,United States,Mark Haberlin,0,GBC,1,3/17/2011,US-2011-164763,39212,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",15,2,South,30,Corporate,3/21/2011,Standard Class,Mississippi
Paper,0.48,48,0.48,Office Supplies,Jackson,United States,Mark Haberlin,0,Other,1,3/17/2011,US-2011-164763,39212,EcoTones Memo Sheets,8,4,South,16,Corporate,3/21/2011,Standard Class,Mississippi
Paper,0.49,49,0.49,Office Supplies,Jackson,United States,Mark Haberlin,0,Xerox,1,3/17/2011,US-2011-164763,39212,Xerox 1957,6,2,South,13,Corporate,3/21/2011,Standard Class,Mississippi
Appliances,0.39,39,0.39,Office Supplies,Lakeville,United States,Bradley Nguyen,0,Bionaire,1,3/17/2011,CA-2011-118339,55044,Bionaire Personal Warm Mist Humidifier/Vaporizer,37,2,Central,94,Consumer,3/24/2011,Standard Class,Minnesota
Art,0.29,29,0.29,Office Supplies,Lakeville,United States,Bradley Nguyen,0,Newell,1,3/17/2011,CA-2011-118339,55044,Newell 35,6,6,Central,20,Consumer,3/24/2011,Standard Class,Minnesota
Binders,0.48,48,0.48,Office Supplies,Lakeville,United States,Bradley Nguyen,0,Avery,1,3/17/2011,CA-2011-118339,55044,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,17,6,Central,36,Consumer,3/24/2011,Standard Class,Minnesota
Binders,0.47,47,0.47,Office Supplies,Lakeville,United States,Bradley Nguyen,0,Wilson Jones,1,3/17/2011,CA-2011-118339,55044,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,25,10,Central,53,Consumer,3/24/2011,Standard Class,Minnesota
Paper,0.5,50,0.5,Office Supplies,Lakeville,United States,Bradley Nguyen,0,Other,1,3/17/2011,CA-2011-118339,55044,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",24,7,Central,47,Consumer,3/24/2011,Standard Class,Minnesota
